Date,Close_Price
21-08-2017 09:00,44.68
21-08-2017 09:15,45.57
21-08-2017 09:30,45.799999
21-08-2017 09:45,46
21-08-2017 10:00,45.939999
21-08-2017 10:15,45.48
21-08-2017 10:30,45.349998
21-08-2017 10:45,45.66
21-08-2017 11:00,45.5
21-08-2017 11:15,46.189999
21-08-2017 11:30,44.889999
21-08-2017 11:45,45.07
21-08-2017 12:00,44.07
